# y=sqrt(m0/m) temperature[K] pressure[bar] T_cv[meV/molecule] T_cv_error[meV/molecule]
1 225 6000 338.53 0.0780688
0.707107 225 6000 260.522 0.0937877
0.5 225 6000 201.867 0.0605569
0.25 225 6000 131.513 0.0825934
1 225 7000 338.435 0.0751197
0.707107 225 7000 260.452 0.0986753
0.5 225 7000 201.744 0.075887
1 225 8000 338.409 0.0796546
0.707107 225 8000 260.369 0.0899229
0.5 225 8000 201.648 0.0690803
0.25 225 8000 131.433 0.0836285
1 225 9000 338.418 0.0669772
0.707107 225 9000 260.304 0.0877995
0.5 225 9000 201.614 0.0691623
0.25 225 9000 131.392 0.0862958
1 250 10000 345.931 0.0620016
0.707107 250 10000 266.556 0.0926339
0.5 250 10000 207.809 0.0656767
0.25 250 10000 138.607 0.0929474
1 250 5000 346.29 0.0558461
0.707107 250 5000 266.925 0.0709999
0.5 250 5000 208.11 0.0643698
0.25 250 5000 138.779 0.0942961
1 250 6000 346.079 0.0741027
0.707107 250 6000 266.823 0.0883253
0.5 250 6000 207.996 0.0645681
0.25 250 6000 138.722 0.0942161
1 250 7000 346.172 0.0656675
0.707107 250 7000 266.794 0.0857704
0.5 250 7000 207.999 0.0639045
0.25 250 7000 138.695 0.100748
1 250 8000 345.946 0.0714919
0.707107 250 8000 266.626 0.085402
0.5 250 8000 207.832 0.0681484
0.25 250 8000 138.63 0.0947662
1 250 9000 345.954 0.051229
0.707107 250 9000 266.588 0.0869717
0.5 250 9000 207.777 0.0674653
0.25 250 9000 138.611 0.0958989
1 275 10000 353.113 0.0748167
0.707107 275 10000 272.901 0.088071
0.5 275 10000 214.206 0.0633088
0.25 275 10000 145.99 0.079681
1 275 5000 353.408 0.0770701
0.707107 275 5000 273.207 0.0710202
0.5 275 5000 214.52 0.0652396
0.25 275 5000 146.167 0.085127
1 275 6000 353.267 0.068691
0.707107 275 6000 273.078 0.0853854
0.5 275 6000 214.427 0.061748
1 275 7000 353.316 0.0636215
0.707107 275 7000 273.032 0.0788585
0.5 275 7000 214.35 0.0617877
0.25 275 7000 146.078 0.0829827
1 275 8000 353.303 0.0543615
0.707107 275 8000 273.057 0.0909263
0.5 275 8000 214.351 0.0721702
0.25 275 8000 146.074 0.0914976
1 275 9000 353.15 0.0590515
0.707107 275 9000 272.885 0.0824096
0.5 275 9000 214.263 0.0740038
0.25 275 9000 146.02 0.0785738
1 300 10000 360.076 0.0797682
0.707107 300 10000 279.132 0.0835688
0.5 300 10000 220.719 0.0653884
0.25 300 10000 153.573 0.0636913
1 300 4000 360.148 0.086593
0.707107 300 4000 279.604 0.0683922
0.5 300 4000 221.103 0.0651271
0.25 300 4000 153.859 0.0629444
1 300 5000 360.028 0.0628071
0.707107 300 5000 279.374 0.0846798
0.5 300 5000 220.928 0.064274
0.25 300 5000 153.761 0.0615714
1 300 6000 360.185 0.121148
0.707107 300 6000 279.559 0.0918601
0.5 300 6000 221.019 0.0665444
0.25 300 6000 153.775 0.0637308
1 300 7000 360.053 0.071181
0.707107 300 7000 279.349 0.0944089
0.5 300 7000 220.891 0.0680654
0.25 300 7000 153.685 0.064971
1 300 8000 360.033 0.0903728
0.707107 300 8000 279.18 0.0865462
0.5 300 8000 220.789 0.0735094
0.25 300 8000 153.652 0.0618115
1 300 9000 360.035 0.0837525
0.707107 300 9000 279.205 0.0813716
0.5 300 9000 220.806 0.0634441
0.25 300 9000 153.644 0.0617015
1 325 2000 366.817 0.0882237
0.707107 325 2000 285.917 0.0790802
0.5 325 2000 227.795 0.0640797
0.25 325 2000 161.698 0.0459557
1 325 3000 366.747 0.0791777
0.707107 325 3000 285.915 0.0754797
0.5 325 3000 227.725 0.060227
0.25 325 3000 161.68 0.0566876
1 325 4000 366.887 0.0927968
0.707107 325 4000 285.822 0.0826622
0.5 325 4000 227.759 0.0531396
0.25 325 4000 161.643 0.0548389
1 325 5000 366.713 0.0840163
0.707107 325 5000 285.752 0.0839189
0.5 325 5000 227.627 0.0561556
0.25 325 5000 161.595 0.049467
1 325 6000 366.677 0.108055
0.707107 325 6000 285.693 0.0860365
0.5 325 6000 227.575 0.0684148
0.25 325 6000 161.555 0.0413486
1 325 7000 366.737 0.0868702
0.707107 325 7000 285.656 0.10827
0.5 325 7000 227.568 0.0608125
0.25 325 7000 161.556 0.0541573
1 325 8000 366.514 0.0831239
0.707107 325 8000 285.519 0.086608
0.5 325 8000 227.376 0.0699293
0.25 325 8000 161.474 0.0574427
1 325 9000 366.621 0.0790778
0.707107 325 9000 285.528 0.087207
0.5 325 9000 227.428 0.0642065
0.25 325 9000 161.467 0.0559054
